,ms_subclass,ms_zoning,street,alley,land_contour,utilities,lot_config,neighborhood,condition_1,bldg_type,house_style,overall_qual,exter_qual,foundation,bsmt_cond,heating_qc,central_air,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,functional,fireplaces,garage_type,garage_cars,garage_qual,paved_drive,enclosed_porch,pool_area,mo_sold,yr_sold,saleprice
184,20,6,0,0,3,0,1,15,0,0,0,1,3,2,0,4,1,0,0,1,0,2,1,5,6,0,1,2,2,0,0,0,2,2008,13100
185,60,0,0,0,0,0,1,19,0,0,1,7,1,1,2,3,0,1,0,2,1,3,1,11,0,0,1,2,1,1,0,0,7,2008,224900
186,20,1,0,1,0,0,1,4,0,0,0,7,1,1,2,3,0,0,0,2,0,3,1,8,0,1,1,2,1,1,0,0,4,2006,176000
187,50,0,0,0,0,0,1,9,0,0,3,8,1,1,2,3,0,0,0,2,1,4,1,12,0,1,1,2,1,1,0,0,4,2007,285000
188,20,0,0,0,0,0,2,4,7,0,0,8,1,1,2,3,0,1,0,2,0,3,1,8,0,0,1,3,1,1,0,0,8,2007,282922
189,60,0,0,0,0,0,0,0,0,0,1,7,0,0,2,3,0,0,0,2,1,4,1,11,0,2,1,2,1,1,0,0,5,2006,226000
190,60,0,0,0,0,0,1,2,0,0,1,8,2,1,1,3,0,0,0,2,1,4,1,13,0,1,3,3,1,1,0,0,7,2006,361919
191,60,0,0,0,1,0,2,2,0,0,1,9,1,1,2,3,0,1,0,3,1,3,1,15,0,1,3,3,1,1,0,0,3,2006,457347
192,20,0,0,0,3,0,1,16,0,0,0,8,1,0,1,3,0,2,0,0,1,0,1,6,0,2,1,2,1,1,0,0,5,2007,279000
193,20,0,0,0,0,0,1,22,0,0,0,6,0,1,2,1,0,1,0,2,0,2,1,7,0,2,1,2,1,1,0,0,5,2009,196000
194,20,0,0,0,0,0,1,3,0,0,0,7,0,0,2,1,0,0,0,2,0,3,1,8,0,1,1,2,1,1,0,0,6,2009,152000
195,90,0,0,0,0,0,1,0,4,3,1,5,0,0,2,1,0,1,1,2,2,6,2,16,0,0,2,4,1,1,0,0,8,2009,200000
196,20,0,0,0,0,0,1,19,0,0,0,8,1,1,2,3,0,1,0,2,1,2,1,9,0,0,1,3,1,1,0,0,8,2006,294900
197,20,0,0,0,0,0,1,10,0,0,0,7,1,1,2,3,0,0,0,2,0,2,1,8,0,0,1,3,1,1,0,0,2,2009,224243
198,50,0,0,0,2,0,0,18,4,0,3,6,0,3,4,1,0,0,0,2,0,3,1,9,0,0,2,2,1,0,208,0,5,2006,92000
199,60,0,0,0,0,0,1,1,0,0,1,7,1,1,2,3,0,0,0,2,1,3,1,11,0,1,1,2,1,1,0,0,7,2007,179540
200,20,0,0,0,0,0,1,7,0,0,0,10,2,1,2,3,0,0,0,2,0,3,1,10,0,1,1,3,1,1,0,0,6,2009,386250
201,180,3,0,0,0,0,1,10,0,2,2,4,0,0,2,1,0,1,0,1,0,2,1,5,0,0,3,1,1,1,0,0,7,2007,106500
202,60,1,0,0,0,0,1,4,0,0,1,10,2,1,2,3,0,1,0,2,1,3,1,13,0,1,1,3,1,1,0,0,4,2009,310000
203,60,0,0,0,0,0,1,9,0,0,1,7,1,1,2,3,0,0,0,2,1,4,1,11,0,1,3,3,1,1,0,0,5,2007,252000
204,75,0,0,0,0,0,1,20,0,0,5,7,0,0,2,2,0,0,0,2,0,4,1,9,0,2,2,1,1,1,0,0,8,2007,164000
205,60,0,0,0,0,0,1,1,0,0,1,7,1,1,2,3,0,0,0,2,1,3,1,10,0,0,1,2,1,1,0,0,7,2007,177594
206,50,3,0,0,0,0,1,13,0,0,3,5,0,0,4,2,0,0,0,1,0,2,1,6,0,0,2,2,1,1,32,0,5,2010,123900
207,70,0,0,0,0,0,1,20,3,0,1,6,0,3,2,1,1,1,0,2,1,4,1,13,0,1,2,3,1,0,0,0,11,2007,239000
208,20,0,0,0,2,0,1,22,0,0,0,5,0,0,2,1,0,1,0,1,0,2,1,8,0,1,1,2,1,1,0,0,6,2010,169000
209,120,0,0,0,0,0,1,8,0,1,0,7,1,1,2,3,0,0,0,2,0,2,1,9,0,1,1,2,1,1,0,0,10,2006,234000
210,85,0,0,0,2,0,1,22,0,0,4,6,0,0,2,1,0,1,0,1,1,2,1,7,0,2,1,2,1,1,0,0,11,2009,173000
211,20,0,0,0,0,0,2,0,0,0,0,6,0,0,2,3,0,1,0,1,0,2,1,6,0,1,1,2,1,1,0,0,3,2010,149000
212,20,0,0,0,0,0,0,10,0,0,0,7,1,1,2,3,0,0,0,2,0,3,1,8,0,0,1,2,1,1,0,0,3,2008,170000
213,20,1,0,0,0,0,1,4,0,0,0,7,1,1,2,3,0,0,0,2,0,3,1,8,0,0,1,2,1,1,0,0,10,2009,225000
214,20,0,0,0,0,0,1,11,3,0,0,5,0,0,2,3,0,1,0,1,0,3,1,7,0,0,1,1,1,1,0,0,5,2008,144900
215,20,0,0,0,3,0,2,18,0,0,0,5,0,0,2,1,0,1,0,1,0,3,1,7,0,0,1,1,1,1,168,0,6,2010,144000
216,120,0,0,0,0,0,1,8,0,1,0,8,1,1,2,3,0,0,0,2,0,2,1,8,0,1,1,2,1,1,0,0,4,2010,192000
217,20,0,0,0,0,0,1,0,0,0,0,5,1,0,2,2,0,1,0,1,0,2,1,6,0,0,1,1,1,1,0,0,3,2009,145500
218,50,0,0,0,0,0,0,14,0,0,3,4,0,3,4,3,0,0,0,1,0,1,1,6,0,0,1,1,2,1,70,0,3,2006,86900
219,20,0,0,0,0,0,1,0,3,0,0,6,0,0,2,3,0,1,0,1,0,2,1,7,0,1,1,2,1,1,162,0,2,2009,149500
220,30,0,0,0,2,0,1,20,0,0,0,5,0,1,4,3,0,0,0,1,0,2,1,6,0,1,5,1,2,1,0,0,6,2007,119750
221,60,0,0,0,0,0,1,19,0,0,1,6,0,1,2,3,0,0,0,2,1,3,1,9,0,0,1,2,1,1,0,0,8,2006,173900
222,20,0,0,0,0,0,1,0,0,0,0,5,0,0,2,1,0,1,0,1,0,3,1,7,0,0,1,1,1,1,0,0,1,2006,136500
223,160,0,0,0,0,0,1,2,0,0,1,8,1,1,2,3,0,0,0,2,1,4,1,12,0,0,1,2,1,1,0,0,12,2006,270000
224,20,0,0,0,0,0,1,16,0,0,0,6,0,0,2,2,0,1,0,1,0,1,1,5,0,1,1,2,1,1,0,0,3,2008,235000
225,80,0,0,0,0,0,1,1,0,0,2,7,0,1,2,3,0,0,0,2,1,3,1,10,0,1,3,2,1,1,0,0,3,2009,156000
226,20,0,0,0,0,0,1,10,1,0,0,5,0,1,2,3,0,1,0,2,0,3,1,8,0,0,2,2,1,1,0,0,6,2009,153000
227,120,3,0,0,0,0,3,22,0,1,0,6,0,1,2,3,0,1,0,2,0,2,1,7,0,0,1,2,1,1,0,0,6,2009,165000
228,60,0,0,0,0,0,1,2,0,0,1,9,1,1,1,3,0,0,0,2,1,4,1,14,0,1,3,3,1,1,0,0,6,2008,325000
229,190,0,0,0,0,0,1,20,0,4,3,5,0,0,4,3,0,0,0,2,0,3,1,7,0,0,2,2,1,1,0,0,10,2007,140000
230,80,3,0,0,0,0,0,15,0,0,2,6,0,0,2,0,0,0,0,3,0,5,1,12,0,1,1,2,1,1,0,0,4,2007,202500
231,120,0,0,0,0,0,0,7,0,1,0,9,2,1,2,3,0,1,0,1,1,1,1,9,0,1,1,3,1,1,0,0,10,2008,367294
232,80,0,0,0,0,0,1,23,0,0,2,6,1,0,2,3,0,1,0,2,0,3,1,7,0,1,1,2,1,1,0,0,8,2008,175000
233,70,0,0,0,0,0,0,20,0,0,1,7,0,3,1,2,0,1,0,1,0,3,1,8,0,1,2,3,1,1,272,0,2,2006,140000
234,20,0,0,0,0,0,2,23,0,0,0,7,0,0,2,2,0,0,1,2,0,3,1,8,0,0,1,2,1,1,0,0,7,2007,174000
235,80,0,0,0,0,0,1,1,0,0,2,7,1,1,2,3,0,1,0,2,0,2,1,7,0,0,1,2,1,1,0,0,7,2008,190000
236,70,3,0,0,0,0,0,14,0,0,1,5,1,0,2,3,0,0,0,2,0,3,1,9,0,0,0,0,0,0,176,0,3,2009,129000
237,20,0,0,0,0,0,0,0,0,0,0,6,0,0,2,2,0,1,0,1,1,3,1,8,0,1,1,2,1,1,0,0,7,2007,200000
238,60,0,0,0,0,0,0,0,0,0,1,6,0,0,2,1,0,0,0,2,1,4,1,11,0,1,1,1,1,1,0,0,6,2009,193500
239,20,0,0,0,0,0,1,0,0,0,0,6,0,0,2,3,0,1,0,1,0,3,1,7,0,0,1,2,1,1,0,0,7,2008,145000
240,50,0,0,0,0,0,1,20,0,0,3,7,1,3,2,3,0,0,0,2,0,4,1,9,0,1,2,2,1,1,0,0,2,2006,218000
241,20,0,0,0,0,0,1,18,0,0,0,5,0,2,0,2,0,0,0,1,0,3,1,8,0,1,1,2,1,1,36,0,4,2006,135000
242,20,0,0,0,0,0,0,0,3,0,0,5,0,0,2,3,0,1,0,1,0,2,1,7,4,1,1,1,1,1,324,0,7,2006,146500
243,120,0,0,0,0,0,0,7,0,1,0,6,1,1,2,3,0,0,0,2,0,2,1,8,0,1,1,2,1,1,0,0,6,2007,194700
244,20,1,0,1,0,0,1,4,0,0,0,7,1,1,2,3,0,1,0,2,0,2,1,8,0,0,1,2,1,1,0,0,4,2008,230348
245,30,3,0,0,0,0,1,14,4,0,0,6,0,3,4,1,0,1,0,1,0,2,1,6,0,1,2,1,1,1,128,0,3,2010,109500
246,20,0,0,0,0,0,1,22,0,0,0,6,0,0,2,1,0,0,1,2,0,3,1,8,0,1,1,2,1,1,0,0,9,2006,242500
247,160,0,0,0,0,0,1,2,0,1,1,7,1,1,1,2,0,1,0,2,0,2,1,7,0,1,1,2,4,1,0,0,6,2006,239000
248,20,0,0,0,0,0,1,0,0,0,0,6,0,0,2,3,0,1,0,1,0,3,1,7,0,0,1,1,1,1,0,0,6,2006,156000
249,20,0,0,0,0,0,1,0,0,0,0,4,0,0,2,3,0,0,0,1,0,3,1,6,0,0,2,1,1,1,0,0,7,2008,109008
250,50,3,0,0,0,0,0,15,0,0,3,2,0,3,0,3,0,0,0,1,0,1,1,5,7,0,2,1,1,0,0,0,3,2007,68104
251,60,0,0,0,0,0,2,9,0,0,1,8,1,1,2,3,0,0,0,2,1,4,1,12,0,1,1,3,1,1,0,0,6,2008,290000
252,20,0,0,0,0,0,0,0,0,0,0,5,0,1,2,2,0,1,0,1,0,3,1,7,0,0,1,2,1,1,120,0,4,2010,159000
253,70,0,0,0,2,0,1,13,7,0,1,4,0,1,2,1,0,0,0,1,0,2,1,6,0,0,5,1,2,1,0,0,9,2008,87000
254,20,0,0,0,0,0,1,19,0,0,0,8,1,1,2,3,0,1,0,2,0,3,1,8,0,1,1,2,1,1,0,0,5,2010,272000
255,20,0,0,0,0,0,3,19,0,0,0,7,1,1,2,3,0,1,0,2,0,3,1,8,0,0,1,2,1,1,0,0,9,2006,198000
256,50,3,0,0,0,0,1,14,0,0,3,4,0,3,2,2,0,0,0,2,0,2,1,10,1,0,2,2,1,1,0,0,5,2008,119164
257,20,0,0,0,0,0,0,18,0,0,0,5,0,2,0,2,0,0,0,1,0,3,1,6,2,1,0,0,0,0,190,0,4,2006,93000
258,60,0,0,0,0,0,1,1,0,0,1,7,1,1,2,3,0,0,0,2,1,3,1,11,0,1,1,2,1,1,0,0,7,2008,226750
259,190,0,0,0,2,0,0,14,4,4,1,3,0,0,2,1,0,1,0,2,0,3,2,9,0,0,4,2,2,1,0,0,8,2009,95000
260,50,3,0,0,0,0,1,13,0,0,3,6,0,0,2,1,0,0,0,1,1,3,1,8,0,0,2,1,1,1,48,0,3,2010,139900
261,30,0,0,0,0,0,1,13,0,0,0,3,0,0,2,3,0,0,0,1,0,3,1,7,1,0,0,0,0,1,0,0,5,2010,76500
262,30,0,0,0,0,0,0,14,0,0,0,4,1,1,2,2,0,0,0,1,0,2,1,5,0,0,2,1,1,0,0,0,7,2008,86900
263,20,0,0,0,0,0,0,22,0,0,0,5,0,0,2,3,0,1,0,1,0,3,1,7,0,0,1,1,1,1,0,0,2,2008,152500
264,20,0,0,0,2,0,1,18,0,0,0,4,0,0,2,1,0,0,0,1,0,2,1,6,0,0,1,1,1,1,0,0,5,2008,99000
265,30,0,0,0,1,0,1,13,0,0,0,4,3,0,2,2,0,0,0,1,0,2,1,6,0,0,0,0,0,1,0,0,12,2009,82500
266,120,0,0,0,0,0,1,10,0,1,0,6,1,1,2,2,0,1,0,2,0,2,1,7,0,0,1,2,1,1,52,0,7,2007,179200
267,20,0,0,0,0,0,0,11,0,0,0,5,0,0,2,2,0,1,0,1,0,3,1,7,0,0,1,1,1,1,0,0,6,2006,142500
268,20,0,0,0,0,0,1,11,3,0,0,4,0,0,2,1,0,1,0,1,0,3,1,6,0,0,2,2,1,0,0,0,7,2007,115400
269,60,1,0,0,0,0,1,4,0,0,1,7,1,1,2,3,0,1,0,2,1,3,1,10,0,1,1,2,1,1,0,0,5,2007,226000
270,160,1,0,1,0,0,1,4,0,1,1,7,1,1,2,3,0,0,0,2,1,2,1,7,0,0,2,2,1,1,0,0,4,2006,144152
271,60,0,0,0,0,0,0,7,0,0,1,8,1,1,2,3,0,0,0,2,1,4,1,12,0,1,3,3,1,1,0,0,7,2008,370000
272,20,0,0,0,0,0,1,22,0,0,0,5,0,0,2,1,0,1,0,1,0,2,1,6,0,0,1,2,1,1,0,0,4,2010,149900
273,60,0,0,0,0,0,0,1,0,0,1,6,1,1,2,2,0,0,0,2,1,3,1,11,0,0,1,2,1,1,0,0,5,2006,172785
274,20,0,0,0,0,0,1,0,0,0,0,5,0,0,2,2,0,1,0,1,0,3,1,6,0,0,2,2,1,1,0,0,7,2007,129000
275,20,0,0,0,0,0,2,3,0,0,0,6,0,0,4,1,0,0,0,2,0,3,1,9,0,1,1,2,1,1,0,0,1,2009,181000
276,80,0,0,0,0,0,0,0,0,0,2,5,0,0,2,3,0,1,0,1,0,3,1,7,0,1,5,1,1,1,0,0,2,2006,148000
277,20,0,0,0,0,0,1,18,0,0,0,6,0,1,2,3,0,1,0,1,0,2,1,5,0,0,0,0,0,0,0,0,4,2006,117250
278,120,0,0,0,0,0,1,8,0,1,0,7,1,1,2,3,0,0,0,2,0,2,1,9,0,1,1,2,1,1,0,0,5,2009,192500
279,160,3,0,0,0,0,1,21,0,2,1,6,0,0,2,1,0,1,0,2,1,3,1,9,0,1,1,2,1,1,0,0,7,2008,151000
280,20,0,0,0,0,0,0,19,0,0,0,5,0,0,2,1,0,1,0,1,0,3,1,6,0,0,2,2,1,1,0,0,3,2007,112500
281,30,0,0,0,0,0,1,13,0,0,0,5,0,3,2,1,0,0,0,1,0,3,1,7,3,1,2,2,1,1,216,0,5,2007,144000
282,120,0,0,0,0,0,1,7,0,1,0,9,2,1,2,3,0,1,0,2,0,2,1,8,0,1,1,3,1,1,0,0,6,2008,370967
283,160,0,0,0,0,0,3,6,0,2,1,6,0,0,2,1,0,0,0,2,1,3,1,9,0,1,1,2,1,1,0,0,6,2010,149900
284,60,0,0,0,0,0,1,19,0,0,1,7,1,1,2,3,0,0,0,2,1,3,1,10,0,0,1,2,1,1,0,0,7,2009,195000
285,80,0,0,0,0,0,1,1,0,0,2,7,0,1,2,2,0,0,0,2,1,3,1,10,0,1,1,2,1,1,0,0,7,2007,163900
286,20,0,0,0,0,0,0,16,0,0,0,6,0,1,2,3,0,0,0,2,0,3,1,9,0,1,1,2,1,1,0,0,2,2007,182000
287,20,0,0,0,1,0,0,23,0,0,0,9,2,0,2,3,0,1,0,2,0,3,1,11,0,1,1,3,1,1,0,0,7,2009,410000
288,20,0,0,0,0,0,1,22,0,0,0,5,0,1,2,1,0,1,0,2,0,2,1,7,0,0,2,2,1,1,0,0,4,2009,152000
289,60,0,0,0,0,0,1,10,0,0,1,7,1,1,2,3,0,0,0,2,1,3,1,11,0,0,1,2,1,1,0,0,4,2006,184000
290,90,3,0,0,0,0,1,22,0,3,4,7,0,1,1,3,0,2,0,2,0,2,2,10,0,0,1,4,1,1,0,0,11,2008,206300
291,90,0,0,0,0,0,0,22,0,3,0,5,0,0,2,1,0,0,0,2,0,4,2,10,0,0,6,3,1,1,0,0,3,2006,146500
292,50,0,0,0,0,0,1,0,0,0,3,4,0,0,2,1,0,0,0,1,0,3,1,6,0,0,1,1,1,1,0,0,2,2010,108000
293,80,0,0,0,0,0,1,3,0,0,2,7,0,0,2,2,0,0,0,3,0,4,1,11,0,1,1,2,1,1,0,0,9,2006,170000
294,120,3,0,0,0,0,1,19,0,1,0,6,1,1,2,3,0,1,0,1,0,1,1,4,0,0,1,2,1,1,0,0,2,2008,145000
295,120,0,0,0,0,0,3,6,0,2,0,7,0,0,2,1,0,0,1,2,0,2,1,6,0,1,1,2,1,1,0,0,8,2009,123000
296,120,0,0,0,1,0,1,16,0,0,0,6,0,1,2,3,0,1,0,1,0,2,1,7,0,1,1,2,1,1,0,0,11,2008,173000
297,30,3,0,0,0,0,1,14,0,0,0,6,0,3,2,2,0,0,0,1,0,2,1,6,0,0,2,2,1,1,0,0,5,2010,105900
298,180,3,0,0,0,0,1,10,0,2,2,4,0,0,2,1,0,1,0,1,0,2,1,6,0,0,3,1,1,1,0,0,11,2009,91000
299,50,0,0,0,2,0,1,20,0,0,3,5,0,3,2,0,1,1,0,2,0,3,1,9,7,1,1,1,1,1,81,0,10,2009,158000
300,60,0,0,0,0,0,1,19,0,0,1,7,1,1,2,3,0,0,0,2,1,3,1,10,0,0,1,2,1,1,0,0,4,2009,190000
301,120,0,0,0,0,0,2,24,0,1,0,8,1,1,2,3,0,1,0,1,1,1,1,6,0,1,1,2,1,1,0,0,8,2008,217500
302,50,3,0,0,0,0,1,15,0,0,3,5,0,0,2,2,0,0,0,2,0,4,1,9,0,0,1,1,1,1,0,0,1,2008,165500
303,70,0,0,0,2,0,1,20,0,0,1,7,0,0,2,3,0,0,0,1,1,3,1,9,0,1,1,1,1,1,0,0,7,2009,174500
304,80,0,0,0,2,0,1,18,0,0,2,4,0,0,2,2,0,0,0,1,0,3,1,7,0,0,5,1,1,1,0,0,11,2008,100000
305,20,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,0,0,0,1,1,3,1,8,0,0,1,1,1,1,0,0,6,2010,172000
306,20,0,0,0,0,0,0,19,0,0,0,5,0,0,2,1,0,0,0,1,0,3,1,6,0,0,1,2,1,1,0,0,9,2007,120000
307,20,2,0,0,0,0,1,10,3,0,0,4,3,0,4,2,0,0,0,1,0,2,1,5,0,0,4,1,1,0,24,0,9,2009,82000
308,50,0,0,0,0,0,1,0,0,0,3,6,0,0,2,3,0,0,0,1,1,3,1,8,0,0,2,2,1,1,0,0,10,2006,127000
309,75,3,0,1,0,0,1,14,0,0,5,6,0,3,2,0,1,0,0,1,1,3,1,10,0,1,2,2,2,1,259,0,4,2008,129500
310,120,0,0,0,0,0,2,2,0,1,0,8,1,0,2,2,0,1,0,1,0,1,1,5,0,1,1,2,1,1,0,0,8,2009,187500
311,20,0,0,0,0,0,2,19,0,0,0,8,1,1,2,3,0,1,0,2,0,3,1,8,0,1,1,3,1,1,0,0,6,2008,300000
312,60,0,0,0,0,0,2,3,0,0,1,6,0,0,2,2,0,0,0,2,1,4,1,11,0,1,1,2,1,1,0,0,6,2006,190000
313,50,0,0,0,0,0,1,18,0,0,3,4,3,3,4,0,1,0,0,2,0,4,1,9,0,0,2,1,2,1,0,0,3,2007,96000
314,60,1,0,0,0,0,1,4,0,0,1,7,1,1,2,3,0,1,0,2,0,2,1,9,0,0,1,2,1,1,0,0,10,2009,241000
315,20,0,0,0,0,0,2,11,1,0,0,5,0,0,2,1,0,0,0,1,1,3,1,10,2,1,1,1,1,1,0,0,3,2007,143900
316,160,3,0,0,0,0,1,10,0,2,1,4,0,0,2,1,0,0,0,1,1,3,1,7,0,0,4,1,1,1,0,0,12,2006,87550
317,120,0,0,0,0,0,1,7,0,1,0,9,2,1,2,3,0,1,0,2,0,2,1,8,0,1,1,2,1,1,0,0,2,2010,319900
318,60,0,0,0,1,0,2,2,0,0,1,9,1,1,1,3,0,0,0,2,1,4,1,14,0,1,3,3,1,1,0,0,7,2006,356383
319,20,0,0,0,0,0,0,19,0,0,0,9,1,1,2,3,0,0,0,2,0,2,1,9,0,0,1,2,1,1,0,0,5,2009,239000
320,60,0,0,0,0,0,1,9,0,0,1,7,1,1,2,3,0,1,0,2,1,4,1,12,0,1,1,3,1,1,0,0,7,2008,287500
321,50,3,0,0,0,0,1,14,3,0,3,5,0,0,2,1,0,0,0,1,1,2,1,9,0,0,2,2,1,1,0,0,5,2007,128500
322,60,0,0,0,0,0,1,1,0,0,1,7,1,1,2,3,0,0,0,2,1,3,1,10,0,1,3,2,1,1,0,0,4,2010,185088
323,20,1,0,0,0,0,1,4,0,0,0,7,1,1,2,3,0,0,0,2,0,3,1,9,0,0,1,2,1,1,0,0,5,2009,229800
324,20,0,0,0,0,0,1,22,0,0,0,5,0,0,2,1,0,0,1,1,0,3,1,6,0,0,1,1,1,1,0,0,12,2007,124500
325,20,0,0,0,0,0,0,0,3,0,0,5,0,0,2,2,0,1,0,1,0,3,1,7,0,0,1,2,1,1,0,0,7,2006,142000
326,70,0,0,0,1,0,0,17,0,0,1,6,0,1,2,3,0,0,0,1,0,3,1,7,0,0,2,1,1,1,164,0,6,2006,149000
327,90,0,0,0,0,0,1,3,3,3,0,5,0,0,2,1,0,0,0,2,0,4,2,10,0,0,2,2,1,1,0,0,11,2008,135000
328,120,0,0,0,0,0,1,6,0,1,0,6,0,0,2,1,0,0,0,2,0,2,1,7,0,1,1,2,1,1,0,0,2,2007,128000
329,20,0,0,0,0,0,1,9,0,0,0,8,1,1,2,3,0,1,0,3,0,4,1,13,0,1,1,2,1,1,291,0,5,2007,430000
330,20,0,0,0,0,0,0,11,0,0,0,5,0,0,2,1,0,1,0,1,1,3,1,7,0,0,2,2,1,1,0,0,6,2007,145000
331,50,0,0,0,0,0,0,20,0,0,3,5,0,1,2,3,0,0,0,2,0,3,1,10,0,1,2,2,1,1,81,0,11,2007,139000
332,80,0,0,0,0,0,1,3,0,0,2,6,0,0,2,3,0,0,0,3,1,3,1,11,0,1,3,2,1,1,0,0,1,2007,178000
333,60,0,0,0,0,0,1,7,6,0,1,10,2,1,2,3,0,1,0,2,1,4,1,13,0,1,3,4,1,1,0,0,6,2008,460000
334,75,0,0,1,2,0,1,13,6,0,5,6,0,3,2,2,1,0,0,2,0,5,1,12,0,0,2,2,1,1,268,0,7,2009,214500
335,190,2,0,0,0,0,1,17,0,4,1,5,0,1,2,2,0,0,0,2,0,5,2,12,0,0,0,0,0,0,228,0,7,2006,160000
336,60,0,0,0,0,0,3,1,8,0,1,7,1,1,2,3,0,1,0,2,1,3,1,11,0,1,3,2,1,1,168,0,6,2009,214000
337,50,3,0,1,0,0,1,14,0,0,3,6,0,1,2,2,0,0,0,1,0,3,1,7,0,0,2,1,2,1,40,0,6,2009,128900
338,190,0,0,0,3,0,1,22,0,4,0,4,0,0,2,3,0,1,0,1,0,3,1,8,0,1,6,4,1,1,0,0,3,2007,168000
339,60,1,0,0,0,0,1,4,0,0,1,8,1,1,2,3,0,1,0,2,1,3,1,11,0,1,1,3,1,1,0,0,12,2007,310013
340,120,0,0,0,0,0,1,2,0,1,0,8,1,0,2,3,0,0,0,1,1,2,1,7,0,0,1,2,1,1,137,0,10,2007,170000
341,20,0,0,0,0,0,1,0,0,0,0,5,0,0,2,1,0,0,0,1,0,3,1,7,0,0,1,1,1,1,252,0,7,2006,133700
342,70,0,0,0,0,0,1,20,0,0,1,6,0,1,4,1,0,0,0,1,1,3,1,9,0,2,2,1,1,1,112,0,8,2007,165000
343,160,3,0,0,0,0,1,5,0,1,1,6,0,0,2,1,0,0,0,1,1,2,1,7,0,0,2,1,1,1,0,0,8,2008,89500
344,190,0,0,0,0,0,1,0,0,4,2,6,0,0,2,1,0,1,0,1,0,2,1,7,0,0,1,1,1,1,0,0,3,2006,140000
345,160,3,0,0,0,0,1,18,0,2,1,7,1,1,2,3,0,0,0,2,0,3,1,9,3,0,2,2,1,1,0,0,5,2006,134000
346,60,0,0,0,0,0,1,10,0,0,1,6,1,1,2,3,0,1,0,2,1,3,1,10,0,0,1,2,1,1,0,0,10,2006,248500
347,80,0,0,0,0,0,2,11,0,0,2,4,0,0,1,3,0,1,1,0,0,0,1,3,0,0,1,1,1,1,0,0,5,2006,145000
348,60,0,0,0,0,0,1,3,7,0,1,6,0,0,2,1,0,1,0,2,1,3,1,9,0,1,1,2,1,1,0,0,2,2006,179900
349,20,0,0,0,0,0,1,4,0,0,0,8,1,1,2,3,0,0,0,2,0,2,1,9,0,1,1,3,1,1,0,0,2,2007,147000
350,60,0,0,0,0,0,1,22,0,0,1,5,0,1,2,2,0,0,0,1,1,3,1,8,0,0,2,2,1,1,0,0,3,2010,136000
351,50,3,0,0,0,0,1,13,0,0,3,6,0,0,2,3,0,0,1,1,1,3,1,8,0,2,2,2,1,1,0,0,3,2010,128000
352,20,0,0,0,0,0,1,11,0,0,0,4,0,0,2,3,0,0,1,1,0,2,1,5,0,0,4,1,1,1,24,0,9,2009,88750
353,20,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,1,0,3,1,6,0,0,1,1,1,1,205,0,6,2010,122500
354,50,0,0,0,0,0,1,0,4,0,3,6,0,0,2,1,0,0,1,1,0,3,1,7,0,1,1,1,1,1,0,0,1,2010,97500
355,20,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,0,0,0,1,0,2,1,6,0,0,1,2,1,1,0,0,10,2006,135000
356,20,0,0,0,0,0,1,7,0,0,0,9,2,1,2,3,0,0,0,2,0,3,1,11,0,1,1,3,1,1,0,0,7,2007,314813
357,50,4,0,0,0,0,0,15,3,0,3,3,3,0,4,1,1,0,0,1,0,2,1,7,0,0,0,0,0,0,156,0,10,2009,85000
358,50,3,0,0,0,0,1,13,0,0,3,6,1,3,2,1,0,0,0,1,0,2,1,5,0,0,2,2,1,0,0,0,7,2009,134900
359,20,0,0,0,0,0,1,18,0,0,0,5,0,0,2,2,0,0,1,1,0,3,1,7,0,0,1,1,1,1,0,0,3,2006,137000
360,20,0,0,0,0,0,1,9,0,0,0,8,1,1,2,3,0,1,0,2,1,2,1,10,0,1,1,3,1,1,0,0,8,2008,350000
361,20,0,0,0,0,0,1,0,0,0,0,5,0,0,2,1,0,1,0,1,0,3,1,7,0,1,1,1,1,1,240,0,9,2006,145000
362,60,0,0,0,0,0,2,7,0,0,1,9,1,1,2,3,0,0,0,2,1,4,1,12,0,1,3,3,1,1,0,0,5,2007,418000
363,30,3,0,0,0,0,1,14,0,0,0,3,0,1,2,2,0,0,0,1,0,2,1,6,0,0,2,1,1,0,0,0,6,2006,64000
364,50,2,0,1,2,0,1,17,0,0,3,5,0,3,2,3,0,0,0,1,0,3,1,7,0,0,2,1,1,1,56,0,7,2009,159434
365,20,0,0,0,0,0,1,4,3,0,0,8,1,1,2,3,0,1,0,2,0,3,1,8,0,1,1,3,1,1,0,0,7,2007,260261
366,50,0,0,0,0,0,0,0,4,0,3,5,0,0,2,0,0,0,0,2,0,4,1,8,0,0,2,2,1,1,0,0,6,2010,166000
367,85,0,0,0,0,0,1,0,0,0,4,5,0,0,2,1,0,1,0,1,0,3,1,7,0,1,1,1,1,1,160,0,10,2007,130000
368,50,0,0,0,0,0,0,17,0,0,3,5,0,0,4,1,1,0,0,1,0,4,1,7,0,0,2,1,1,1,0,0,11,2006,112000
369,20,0,0,0,0,0,1,0,0,0,0,5,0,0,2,2,0,1,0,2,0,3,1,8,0,0,1,2,1,1,123,0,12,2008,155000
